1.9324 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.3780 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
6.2116 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002C1D08F6A90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002C1D27DB8E0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.2117 	EXP 	window1: mouseVisible = True
6.2119 	EXP 	window1: mouseVisible = False
6.2119 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.2119 	EXP 	window1: recordFrameIntervals = False
6.2549 	EXP 	window1: recordFrameIntervals = True
6.2715 	WARNING 	t of last frame was 5.92ms (=1/168)
6.2876 	WARNING 	t of last frame was 4.89ms (=1/204)
6.2984 	EXP 	Screen (0) actual frame rate measured at 258.49Hz
6.2985 	EXP 	window1: recordFrameIntervals = False
8.0631 	EXP 	Created Instruct = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instruct', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.0706 	EXP 	Created img1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
8.0768 	EXP 	Created img2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
8.0775 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
8.0963 	EXP 	Created img1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
8.1152 	EXP 	Created img2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
8.1202 	EXP 	Instruct: autoDraw = True
9.8032 	EXP 	Imported changeDetectionTrials.xlsx as conditions, 6 conditions, 4 params
9.8037 	EXP 	Created sequence: random, trialTypes=6, nReps=1, seed=None
9.8040 	EXP 	New trial (rep=0, index=0): {'Img1': 'Images\\3_2.jpg', 'Img2': 'Images\\3_2.jpg', 'corrAns': 'left', 'Equal': 'yes'}
9.8704 	DATA 	Keypress: right
9.8720 	EXP 	Instruct: autoDraw = False
9.8720 	EXP 	img1: image = 'Images\\3_2.jpg'
9.8720 	EXP 	img2: image = 'Images\\3_2.jpg'
9.8720 	EXP 	img1: autoDraw = True
14.8755 	EXP 	img1: autoDraw = False
15.2935 	EXP 	img2: autoDraw = True
19.1376 	DATA 	Keypress: left
19.1446 	EXP 	img1: autoDraw = False
19.1446 	EXP 	img2: autoDraw = False
19.1446 	EXP 	text: autoDraw = True
19.1446 	EXP 	text: height = 0.05
19.1446 	EXP 	text: height = 0.05
19.1446 	EXP 	text: height = 0.05
19.1446 	EXP 	text: text = ''
20.1413 	EXP 	New trial (rep=0, index=1): {'Img1': 'Images\\1_1.jpg', 'Img2': 'Images\\1_1.jpg', 'corrAns': 'left', 'Equal': 'yes'}
20.2391 	EXP 	text: autoDraw = False
20.2391 	EXP 	text: autoDraw = False
20.2391 	EXP 	img1: image = 'Images\\1_1.jpg'
20.2391 	EXP 	img2: image = 'Images\\1_1.jpg'
20.2391 	EXP 	img1: autoDraw = True
25.2404 	EXP 	img1: autoDraw = False
25.6397 	EXP 	img2: autoDraw = True
31.9282 	DATA 	Keypress: left
31.9312 	EXP 	img1: autoDraw = False
31.9312 	EXP 	img2: autoDraw = False
31.9312 	EXP 	text: autoDraw = True
32.9318 	EXP 	New trial (rep=0, index=2): {'Img1': 'Images\\3_1.jpg', 'Img2': 'Images\\3_2.jpg', 'corrAns': 'right', 'Equal': 'no'}
32.9822 	EXP 	text: autoDraw = False
32.9822 	EXP 	img1: image = 'Images\\3_1.jpg'
32.9822 	EXP 	img2: image = 'Images\\3_2.jpg'
32.9822 	EXP 	img1: autoDraw = True
37.9869 	EXP 	img1: autoDraw = False
38.4271 	EXP 	img2: autoDraw = True
40.7842 	DATA 	Keypress: right
40.7857 	EXP 	img1: autoDraw = False
40.7857 	EXP 	img2: autoDraw = False
40.7857 	EXP 	text: autoDraw = True
41.7827 	EXP 	New trial (rep=0, index=3): {'Img1': 'Images\\2_1.jpg', 'Img2': 'Images\\2_2.jpg', 'corrAns': 'right', 'Equal': 'no'}
41.8845 	EXP 	text: autoDraw = False
41.8845 	EXP 	text: autoDraw = False
41.8845 	EXP 	img1: image = 'Images\\2_1.jpg'
41.8845 	EXP 	img2: image = 'Images\\2_2.jpg'
41.8845 	EXP 	img1: autoDraw = True
46.8864 	EXP 	img1: autoDraw = False
47.2826 	EXP 	img2: autoDraw = True
51.7314 	DATA 	Keypress: right
51.7328 	EXP 	img1: autoDraw = False
51.7328 	EXP 	img2: autoDraw = False
51.7328 	EXP 	text: autoDraw = True
52.7314 	EXP 	New trial (rep=0, index=4): {'Img1': 'Images\\2_1.jpg', 'Img2': 'Images\\2_1.jpg', 'corrAns': 'left', 'Equal': 'yes'}
52.7912 	EXP 	text: autoDraw = False
52.7912 	EXP 	img1: image = 'Images\\2_1.jpg'
52.7912 	EXP 	img2: image = 'Images\\2_1.jpg'
